ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,occupancy_rate,linear_price,traffic_weight,dynamic_price,competitor_price,competitive_price
17,BHMBCCMKT01,577,26.14453614,91.73617216,143,car,average,2,0,04-10-2016,16:31:00,0.24783362218370883,12.478336221837088,1.0,19.753206239168108,11.854419410745233,11.854419410745233
18,BHMBCCMKT01,577,26.14453614,91.73617216,54,car,low,1,0,05-10-2016,07:57:00,0.09358752166377816,10.935875216637783,1.0,15.053032928942809,10.389081455805893,10.389081455805893
19,BHMBCCMKT01,577,26.14453614,91.73617216,59,car,average,1,0,05-10-2016,08:30:00,0.1022530329289428,11.022530329289427,1.0,15.22461005199307,10.471403812824956,10.471403812824956
20,BHMBCCMKT01,577,26.14453614,91.73617216,71,car,low,2,0,05-10-2016,09:04:00,0.12305025996533796,11.23050259965338,1.0,17.057885615251298,10.668977469670711,10.668977469670711
21,BHMBCCMKT01,577,26.14453614,91.73617216,83,car,average,2,0,05-10-2016,09:30:00,0.1438474870017331,11.438474870017332,1.0,17.507105719237433,10.866551126516464,10.866551126516464
22,BHMBCCMKT01,577,26.14453614,91.73617216,114,car,low,3,0,05-10-2016,10:04:00,0.1975736568457539,11.97573656845754,1.0,20.22322357019064,11.376949740034663,11.376949740034663
23,BHMBCCMKT01,577,26.14453614,91.73617216,128,truck,high,4,0,05-10-2016,10:30:00,0.2218370883882149,12.218370883882148,2.0,26.12201039861351,11.60745233968804,11.60745233968804
24,BHMBCCMKT01,577,26.14453614,91.73617216,148,bike,average,4,0,05-10-2016,11:04:00,0.2564991334488735,12.564991334488735,1.0,23.263778162911606,11.936741767764298,11.936741767764298
25,BHMBCCMKT01,577,26.14453614,91.73617216,162,car,average,4,0,05-10-2016,11:30:00,0.2807625649913345,12.807625649913346,1.0,23.87521663778163,12.167244367417679,12.167244367417679
26,BHMBCCMKT01,577,26.14453614,91.73617216,178,car,high,6,0,05-10-2016,12:04:00,0.30849220103986136,13.084922010398614,2.0,32.76533795493935,12.430675909878683,12.430675909878683
27,BHMBCCMKT01,577,26.14453614,91.73617216,183,car,high,7,0,05-10-2016,12:30:00,0.317157712305026,13.171577123050259,2.0,35.122530329289425,12.512998266897746,12.512998266897746
28,BHMBCCMKT01,577,26.14453614,91.73617216,175,car,high,7,0,05-10-2016,12:57:00,0.30329289428076256,13.032928942807626,2.0,34.62755632582322,12.381282495667245,12.381282495667245
29,BHMBCCMKT01,577,26.14453614,91.73617216,179,truck,high,6,0,05-10-2016,13:30:00,0.31022530329289427,13.102253032928942,2.0,32.82357019064124,12.447140381282495,12.447140381282495
30,BHMBCCMKT01,577,26.14453614,91.73617216,174,car,average,4,0,05-10-2016,13:57:00,0.30155979202772965,13.015597920277298,1.0,24.399306759098785,12.364818024263432,12.364818024263432
31,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,high,5,0,05-10-2016,14:30:00,0.2738301559792028,12.738301559792028,2.0,29.625649913344887,12.101386481802425,12.101386481802425
32,BHMBCCMKT01,577,26.14453614,91.73617216,145,car,average,3,0,05-10-2016,14:57:00,0.2512998266897747,12.512998266897748,1.0,21.480415944540724,11.88734835355286,11.88734835355286
33,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,05-10-2016,15:30:00,0.22357019064124783,12.235701906412476,1.0,19.229116117850953,11.623916811091853,11.623916811091853
34,BHMBCCMKT01,577,26.14453614,91.73617216,121,car,low,2,0,05-10-2016,16:04:00,0.2097053726169844,12.097053726169843,1.0,18.929636048526863,11.492201039861351,11.492201039861351
35,BHMBCCMKT01,577,26.14453614,91.73617216,114,bike,low,1,0,05-10-2016,16:30:00,0.1975736568457539,11.97573656845754,1.0,17.111958405545927,11.376949740034663,11.376949740034663
36,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,06-10-2016,07:57:00,0.10051993067590988,11.0051993067591,1.0,15.190294627383018,10.454939341421143,10.454939341421143
37,BHMBCCMKT01,577,26.14453614,91.73617216,63,car,low,1,0,06-10-2016,08:30:00,0.10918544194107452,11.091854419410744,1.0,15.361871750433277,10.537261698440206,10.537261698440206
38,BHMBCCMKT01,577,26.14453614,91.73617216,70,car,low,1,0,06-10-2016,08:57:00,0.12131715771230503,11.21317157712305,1.0,15.60207972270364,10.652512998266898,10.652512998266898
39,BHMBCCMKT01,577,26.14453614,91.73617216,95,car,low,2,0,06-10-2016,09:30:00,0.16464471403812825,11.646447140381282,1.0,17.956325823223565,11.064124783362217,11.064124783362217
40,BHMBCCMKT01,577,26.14453614,91.73617216,135,car,low,3,0,06-10-2016,10:03:00,0.2339688041594454,12.339688041594455,1.0,21.074870017331026,11.722703639514732,11.722703639514732
41,BHMBCCMKT01,577,26.14453614,91.73617216,160,car,average,3,0,06-10-2016,10:30:00,0.2772963604852686,12.772963604852684,1.0,22.088734835355286,12.13431542461005,12.13431542461005
42,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,average,3,0,06-10-2016,10:57:00,0.30675909878682844,13.067590987868286,1.0,22.778162911611783,12.41421143847487,12.41421143847487
43,BHMBCCMKT01,577,26.14453614,91.73617216,191,cycle,average,4,0,06-10-2016,11:30:00,0.3310225303292894,13.310225303292892,1.0,25.14176776429809,12.644714038128248,12.644714038128248
44,BHMBCCMKT01,577,26.14453614,91.73617216,199,car,high,7,0,06-10-2016,12:04:00,0.34488734835355284,13.448873483535529,2.0,36.112478336221834,12.776429809358751,12.776429809358751
45,BHMBCCMKT01,577,26.14453614,91.73617216,206,car,high,7,0,06-10-2016,12:30:00,0.35701906412478335,13.570190641247834,2.0,36.54558058925477,12.891681109185441,12.891681109185441
46,BHMBCCMKT01,577,26.14453614,91.73617216,198,car,average,5,0,06-10-2016,12:57:00,0.3431542461005199,13.431542461005199,1.0,27.26516464471404,12.759965337954938,12.759965337954938
47,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,high,7,0,06-10-2016,13:30:00,0.36048526863084923,13.604852686308494,2.0,36.669324090121314,12.924610051993069,12.924610051993069
48,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,5,0,06-10-2016,13:57:00,0.3466204506065858,13.466204506065857,1.0,27.35875216637782,12.792894280762564,12.792894280762564
49,BHMBCCMKT01,577,26.14453614,91.73617216,175,cycle,average,3,0,06-10-2016,14:30:00,0.30329289428076256,13.032928942807626,1.0,22.69705372616984,12.381282495667245,12.381282495667245
50,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,2,0,06-10-2016,15:04:00,0.2738301559792028,12.738301559792028,1.0,20.314731369150778,12.101386481802425,12.101386481802425
51,BHMBCCMKT01,577,26.14453614,91.73617216,153,bike,low,2,0,06-10-2016,15:31:00,0.2651646447140381,12.651646447140381,1.0,20.127556325823225,12.01906412478336,12.01906412478336
52,BHMBCCMKT01,577,26.14453614,91.73617216,135,bike,low,1,0,06-10-2016,16:04:00,0.2339688041594454,12.339688041594455,1.0,17.832582322357023,11.722703639514732,11.722703639514732
53,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,06-10-2016,16:30:00,0.22357019064124783,12.235701906412476,1.0,19.229116117850953,11.623916811091853,11.623916811091853
54,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,2,0,07-10-2016,08:03:00,0.10051993067590988,11.0051993067591,1.0,16.571230502599654,10.454939341421143,10.454939341421143
55,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,07-10-2016,08:30:00,0.10571923743500866,11.057192374350088,1.0,16.683535528596185,10.504332755632582,10.504332755632582
56,BHMBCCMKT01,577,26.14453614,91.73617216,75,car,low,1,0,07-10-2016,09:04:00,0.12998266897746968,11.299826689774697,1.0,15.7736568457539,10.734835355285963,10.734835355285963
57,BHMBCCMKT01,577,26.14453614,91.73617216,103,car,low,2,0,07-10-2016,09:30:00,0.17850953206239167,11.785095320623917,1.0,18.25580589254766,11.19584055459272,11.19584055459272
58,BHMBCCMKT01,577,26.14453614,91.73617216,128,bike,low,2,0,07-10-2016,09:57:00,0.2218370883882149,12.218370883882148,1.0,19.19168110918544,11.60745233968804,11.60745233968804
59,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,high,5,0,07-10-2016,10:30:00,0.29809358752166376,12.980935875216637,2.0,30.389948006932407,12.331889081455804,12.331889081455804
60,BHMBCCMKT01,577,26.14453614,91.73617216,188,car,average,3,0,07-10-2016,10:57:00,0.32582322357019067,13.258232235701906,1.0,23.22426343154246,12.595320623916809,12.595320623916809
61,BHMBCCMKT01,577,26.14453614,91.73617216,199,bike,average,4,0,07-10-2016,11:30:00,0.34488734835355284,13.448873483535529,1.0,25.49116117850953,12.776429809358751,12.776429809358751
62,BHMBCCMKT01,577,26.14453614,91.73617216,210,car,high,7,0,07-10-2016,12:03:00,0.36395147313691506,13.63951473136915,2.0,36.79306759098786,12.957538994800693,12.957538994800693
63,BHMBCCMKT01,577,26.14453614,91.73617216,206,bike,high,7,0,07-10-2016,12:30:00,0.35701906412478335,13.570190641247834,2.0,36.54558058925477,12.891681109185441,12.891681109185441
64,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,high,7,0,07-10-2016,13:04:00,0.3466204506065858,13.466204506065857,2.0,36.17435008665512,12.792894280762564,12.792894280762564
65,BHMBCCMKT01,577,26.14453614,91.73617216,201,car,high,7,0,07-10-2016,13:30:00,0.3483535528596187,13.483535528596187,2.0,36.23622183708839,12.809358752166377,12.809358752166377
66,BHMBCCMKT01,577,26.14453614,91.73617216,193,bike,average,3,0,07-10-2016,14:03:00,0.3344887348353553,13.344887348353554,1.0,23.42703639514731,12.677642980935875,12.677642980935875
67,BHMBCCMKT01,577,26.14453614,91.73617216,181,car,average,4,0,07-10-2016,14:30:00,0.31369150779896016,13.136915077989602,1.0,24.70502599653379,12.480069324090122,12.480069324090122
68,BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,low,2,0,07-10-2016,15:04:00,0.29809358752166376,12.980935875216637,1.0,20.838821490467932,12.331889081455804,12.331889081455804
69,BHMBCCMKT01,577,26.14453614,91.73617216,159,cycle,low,2,0,07-10-2016,15:30:00,0.2755632582322357,12.755632582322356,1.0,20.35216637781629,12.117850953206238,12.117850953206238
70,BHMBCCMKT01,577,26.14453614,91.73617216,158,cycle,low,2,0,07-10-2016,15:57:00,0.2738301559792028,12.738301559792028,1.0,20.314731369150778,12.101386481802425,12.101386481802425
71,BHMBCCMKT01,577,26.14453614,91.73617216,132,car,low,2,0,07-10-2016,16:30:00,0.22876949740034663,12.287694974003466,1.0,19.341421143847484,11.673310225303293,11.673310225303293
72,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,08-10-2016,07:57:00,0.10051993067590988,11.0051993067591,1.0,15.190294627383018,10.454939341421143,10.454939341421143
73,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,08-10-2016,08:30:00,0.10571923743500866,11.057192374350088,1.0,16.683535528596185,10.504332755632582,10.504332755632582
74,BHMBCCMKT01,577,26.14453614,91.73617216,75,truck,low,1,0,08-10-2016,08:57:00,0.12998266897746968,11.299826689774697,1.0,15.7736568457539,10.734835355285963,10.734835355285963
75,BHMBCCMKT01,577,26.14453614,91.73617216,104,car,low,2,0,08-10-2016,09:30:00,0.18024263431542462,11.802426343154247,1.0,18.293240901213167,11.212305025996534,11.212305025996534
76,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,3,0,08-10-2016,10:04:00,0.2738301559792028,12.738301559792028,1.0,22.007625649913344,12.101386481802425,12.101386481802425
77,BHMBCCMKT01,577,26.14453614,91.73617216,191,truck,average,3,0,08-10-2016,10:30:00,0.3310225303292894,13.310225303292892,1.0,23.345927209705373,12.644714038128248,12.644714038128248
78,BHMBCCMKT01,577,26.14453614,91.73617216,223,truck,average,4,0,08-10-2016,10:57:00,0.38648180242634317,13.864818024263432,1.0,26.539341421143845,13.171577123050259,13.171577123050259
79,BHMBCCMKT01,577,26.14453614,91.73617216,254,car,average,4,0,08-10-2016,11:30:00,0.44020797227036396,14.40207972270364,1.0,27.89324090121317,13.681975736568457,13.681975736568457
80,BHMBCCMKT01,577,26.14453614,91.73617216,306,car,high,7,0,08-10-2016,12:04:00,0.5303292894280762,15.303292894280762,2.0,42.732755632582325,14.538128249566723,14.538128249566723
81,BHMBCCMKT01,577,26.14453614,91.73617216,320,car,high,8,0,08-10-2016,12:30:00,0.5545927209705372,15.545927209705372,2.0,46.16360485268631,14.768630849220102,14.768630849220102
82,BHMBCCMKT01,577,26.14453614,91.73617216,348,car,high,7,0,08-10-2016,13:04:00,0.6031195840554593,16.03119584055459,2.0,45.3313691507799,15.229636048526862,15.229636048526862
83,BHMBCCMKT01,577,26.14453614,91.73617216,357,car,high,7,0,08-10-2016,13:30:00,0.6187175043327556,16.187175043327557,2.0,45.88821490467938,15.377816291161178,15.377816291161178
84,BHMBCCMKT01,577,26.14453614,91.73617216,395,bike,average,4,0,08-10-2016,14:03:00,0.6845753899480069,16.84575389948007,1.0,34.051299826689764,16.003466204506065,16.003466204506065
85,BHMBCCMKT01,577,26.14453614,91.73617216,400,car,average,4,0,08-10-2016,14:30:00,0.6932409012131716,16.932409012131714,1.0,34.26967071057192,16.085788561525128,16.085788561525128
86,BHMBCCMKT01,577,26.14453614,91.73617216,395,car,average,4,0,08-10-2016,14:57:00,0.6845753899480069,16.84575389948007,1.0,34.051299826689764,16.003466204506065,16.003466204506065
87,BHMBCCMKT01,577,26.14453614,91.73617216,406,car,average,3,0,08-10-2016,15:30:00,0.7036395147313691,17.03639514731369,1.0,32.06516464471404,16.184575389948005,16.184575389948005
88,BHMBCCMKT01,577,26.14453614,91.73617216,381,car,low,2,0,08-10-2016,16:04:00,0.6603119584055459,16.60311958405546,1.0,28.662738301559788,15.772963604852686,15.772963604852686
89,BHMBCCMKT01,577,26.14453614,91.73617216,365,truck,low,2,0,08-10-2016,16:30:00,0.6325823223570191,16.32582322357019,1.0,28.06377816291161,15.50953206239168,15.50953206239168
90,BHMBCCMKT01,577,26.14453614,91.73617216,42,car,low,2,1,09-10-2016,08:04:00,0.07279029462738301,10.727902946273831,1.0,15.97227036395147,10.191507798960139,10.191507798960139
91,BHMBCCMKT01,577,26.14453614,91.73617216,42,bike,low,2,1,09-10-2016,08:30:00,0.07279029462738301,10.727902946273831,1.0,15.97227036395147,10.191507798960139,10.191507798960139
92,BHMBCCMKT01,577,26.14453614,91.73617216,43,car,low,2,1,09-10-2016,09:04:00,0.07452339688041594,10.74523396880416,1.0,16.00970537261698,10.207972270363951,10.207972270363951
93,BHMBCCMKT01,577,26.14453614,91.73617216,43,cycle,low,2,1,09-10-2016,09:30:00,0.07452339688041594,10.74523396880416,1.0,16.00970537261698,10.207972270363951,10.207972270363951
94,BHMBCCMKT01,577,26.14453614,91.73617216,50,car,average,3,1,09-10-2016,09:57:00,0.08665511265164645,10.866551126516464,1.0,17.627729636048528,10.32322357019064,10.32322357019064
95,BHMBCCMKT01,577,26.14453614,91.73617216,64,cycle,high,5,1,09-10-2016,10:30:00,0.11091854419410745,11.109185441941074,2.0,24.493934142114384,10.553726169844019,10.553726169844019
96,BHMBCCMKT01,577,26.14453614,91.73617216,100,truck,average,6,1,09-10-2016,11:04:00,0.1733102253032929,11.73310225303293,1.0,24.19133448873484,11.146447140381284,11.146447140381284
97,BHMBCCMKT01,577,26.14453614,91.73617216,126,car,average,6,1,09-10-2016,11:30:00,0.21837088388214904,12.18370883882149,1.0,25.48908145580589,11.574523396880414,11.574523396880414
98,BHMBCCMKT01,577,26.14453614,91.73617216,148,car,average,6,1,09-10-2016,11:57:00,0.2564991334488735,12.564991334488735,1.0,26.58717504332755,11.936741767764298,11.936741767764298
99,BHMBCCMKT01,577,26.14453614,91.73617216,170,truck,high,9,1,09-10-2016,12:30:00,0.29462738301559793,12.94627383015598,2.0,38.35563258232236,12.29896013864818,12.29896013864818
100,BHMBCCMKT01,577,26.14453614,91.73617216,189,car,high,8,1,09-10-2016,13:04:00,0.3275563258232236,13.275563258232236,2.0,37.58162911611785,12.611785095320624,12.611785095320624
101,BHMBCCMKT01,577,26.14453614,91.73617216,205,bike,high,9,1,09-10-2016,13:30:00,0.35528596187175043,13.552859618717505,2.0,40.77590987868284,12.87521663778163,12.87521663778163
102,BHMBCCMKT01,577,26.14453614,91.73617216,208,cycle,high,7,1,09-10-2016,14:03:00,0.36048526863084923,13.604852686308494,2.0,36.669324090121314,12.924610051993069,12.924610051993069
103,BHMBCCMKT01,577,26.14453614,91.73617216,209,car,average,5,1,09-10-2016,14:30:00,0.36221837088388215,13.622183708838822,1.0,27.77989601386482,12.94107452339688,12.94107452339688
104,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,low,3,1,09-10-2016,15:04:00,0.3310225303292894,13.310225303292892,1.0,23.345927209705373,12.644714038128248,12.644714038128248
105,BHMBCCMKT01,577,26.14453614,91.73617216,180,car,low,3,1,09-10-2016,15:30:00,0.3119584055459272,13.119584055459272,1.0,22.899826689774702,12.463604852686307,12.463604852686307
106,BHMBCCMKT01,577,26.14453614,91.73617216,155,truck,low,3,1,09-10-2016,16:03:00,0.268630849220104,12.68630849220104,1.0,21.885961871750432,12.051993067590987,12.051993067590987
107,BHMBCCMKT01,577,26.14453614,91.73617216,133,car,low,2,1,09-10-2016,16:30:00,0.23050259965337955,12.305025996533796,1.0,19.378856152513,11.689774696707106,11.689774696707106
108,BHMBCCMKT01,577,26.14453614,91.73617216,54,bike,low,1,0,10-10-2016,08:04:00,0.09358752166377816,10.935875216637783,1.0,15.053032928942809,10.389081455805893,10.389081455805893
109,BHMBCCMKT01,577,26.14453614,91.73617216,56,truck,low,1,0,10-10-2016,08:30:00,0.09705372616984402,10.970537261698441,1.0,15.121663778162914,10.422010398613518,10.422010398613518
110,BHMBCCMKT01,577,26.14453614,91.73617216,65,car,low,1,0,10-10-2016,09:04:00,0.11265164644714037,11.126516464471404,1.0,15.430502599653378,10.570190641247834,10.570190641247834
111,BHMBCCMKT01,577,26.14453614,91.73617216,73,bike,low,2,0,10-10-2016,09:30:00,0.1265164644714038,11.265164644714039,1.0,17.13275563258232,10.701906412478337,10.701906412478337
112,BHMBCCMKT01,577,26.14453614,91.73617216,92,cycle,low,2,0,10-10-2016,10:03:00,0.15944540727902945,11.594454072790295,1.0,17.844020797227035,11.01473136915078,11.01473136915078
113,BHMBCCMKT01,577,26.14453614,91.73617216,113,cycle,average,4,0,10-10-2016,10:30:00,0.19584055459272098,11.95840554592721,1.0,21.735181975736563,11.36048526863085,11.36048526863085
114,BHMBCCMKT01,577,26.14453614,91.73617216,144,car,average,3,0,10-10-2016,10:57:00,0.24956672443674177,12.495667244367418,1.0,21.43986135181976,11.870883882149046,11.870883882149046
115,BHMBCCMKT01,577,26.14453614,91.73617216,149,car,average,4,0,10-10-2016,11:30:00,0.2582322357019064,12.582322357019065,1.0,23.307452339688037,11.95320623916811,11.95320623916811
116,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,average,4,0,10-10-2016,11:57:00,0.2755632582322357,12.755632582322356,1.0,23.744194107452337,12.117850953206238,12.117850953206238
117,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,high,6,0,10-10-2016,12:30:00,0.29636048526863085,12.963604852686307,2.0,32.357712305026,12.315424610051991,12.315424610051991
118,BHMBCCMKT01,577,26.14453614,91.73617216,176,truck,average,5,0,10-10-2016,13:04:00,0.3050259965337955,13.050259965337956,1.0,26.235701906412473,12.397746967071058,12.397746967071058
119,BHMBCCMKT01,577,26.14453614,91.73617216,172,car,high,6,0,10-10-2016,13:30:00,0.29809358752166376,12.980935875216637,2.0,32.4159445407279,12.331889081455804,12.331889081455804
120,BHMBCCMKT01,577,26.14453614,91.73617216,161,car,high,5,0,10-10-2016,14:03:00,0.27902946273830154,12.790294627383014,2.0,29.7894280762565,12.150779896013862,12.150779896013862
121,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,average,3,0,10-10-2016,14:30:00,0.2668977469670711,12.668977469670711,1.0,21.84540727902947,12.035528596187175,12.035528596187175
122,BHMBCCMKT01,577,26.14453614,91.73617216,137,car,average,4,0,10-10-2016,14:57:00,0.23743500866551126,12.374350086655113,1.0,22.78336221837088,11.755632582322356,11.755632582322356
123,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,low,1,0,10-10-2016,15:30:00,0.22357019064124783,12.235701906412476,1.0,17.62668977469671,11.623916811091853,11.623916811091853
124,BHMBCCMKT01,577,26.14453614,91.73617216,130,car,average,3,0,10-10-2016,15:57:00,0.22530329289428075,12.253032928942806,1.0,20.87209705372617,11.640381282495666,11.640381282495666
125,BHMBCCMKT01,577,26.14453614,91.73617216,114,truck,low,2,0,10-10-2016,16:30:00,0.1975736568457539,11.97573656845754,1.0,18.66759098786828,11.376949740034663,11.376949740034663
126,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,1,0,11-10-2016,08:04:00,0.09705372616984402,10.970537261698441,1.0,15.121663778162914,10.422010398613518,10.422010398613518
127,BHMBCCMKT01,577,26.14453614,91.73617216,64,car,low,1,0,11-10-2016,08:30:00,0.11091854419410745,11.109185441941074,1.0,15.396187175043329,10.553726169844019,10.553726169844019
128,BHMBCCMKT01,577,26.14453614,91.73617216,74,truck,low,1,0,11-10-2016,08:57:00,0.12824956672443674,11.282495667244367,1.0,15.739341421143846,10.718370883882148,10.718370883882148
129,BHMBCCMKT01,577,26.14453614,91.73617216,93,bike,low,2,0,11-10-2016,09:30:00,0.1611785095320624,11.611785095320624,1.0,17.881455805892546,11.031195840554592,11.031195840554592
130,BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,average,2,0,11-10-2016,09:57:00,0.22357019064124783,12.235701906412476,1.0,19.229116117850953,11.623916811091853,11.623916811091853
131,BHMBCCMKT01,577,26.14453614,91.73617216,167,car,average,3,0,11-10-2016,10:30:00,0.28942807625649913,12.894280762564991,1.0,22.37261698440208,12.249566724436741,12.249566724436741
132,BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,3,0,11-10-2016,10:57:00,0.3466204506065858,13.466204506065857,1.0,23.710918544194108,12.792894280762564,12.792894280762564
133,BHMBCCMKT01,577,26.14453614,91.73617216,219,car,average,5,0,11-10-2016,11:30:00,0.37954939341421146,13.795493934142113,1.0,28.24783362218371,13.105719237435007,13.105719237435007
134,BHMBCCMKT01,577,26.14453614,91.73617216,225,car,high,7,0,11-10-2016,12:03:00,0.389948006932409,13.89948006932409,2.0,37.721143847487,13.204506065857885,13.204506065857885
135,BHMBCCMKT01,577,26.14453614,91.73617216,221,cycle,high,8,0,11-10-2016,12:30:00,0.3830155979202773,13.830155979202772,2.0,39.67798960138648,13.138648180242633,13.138648180242633
136,BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,high,6,0,11-10-2016,13:04:00,0.37608318890814557,13.760831889081455,2.0,35.03639514731369,13.072790294627382,13.072790294627382
137,BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,high,6,0,11-10-2016,13:31:00,0.37608318890814557,13.760831889081455,2.0,35.03639514731369,13.072790294627382,13.072790294627382
138,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,average,4,0,11-10-2016,14:04:00,0.36048526863084923,13.604852686308494,1.0,25.884228769497398,12.924610051993069,12.924610051993069
139,BHMBCCMKT01,577,26.14453614,91.73617216,191,car,average,3,0,11-10-2016,14:30:00,0.3310225303292894,13.310225303292892,1.0,23.345927209705373,12.644714038128248,12.644714038128248
140,BHMBCCMKT01,577,26.14453614,91.73617216,167,bike,low,2,0,11-10-2016,15:03:00,0.28942807625649913,12.894280762564991,1.0,20.65164644714038,12.249566724436741,12.249566724436741
141,BHMBCCMKT01,577,26.14453614,91.73617216,159,car,low,2,0,11-10-2016,15:33:00,0.2755632582322357,12.755632582322356,1.0,20.35216637781629,12.117850953206238,12.117850953206238
142,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,1,0,11-10-2016,16:01:00,0.25996533795493937,12.599653379549395,1.0,18.347313691507797,11.969670710571924,11.969670710571924
143,BHMBCCMKT01,577,26.14453614,91.73617216,127,car,low,2,0,11-10-2016,16:26:00,0.22010398613518198,12.20103986135182,1.0,19.15424610051993,11.590987868284229,11.590987868284229
